CODGEO;SNHM18;SNHMC18;SNHMP18;SNHME18;SNHMO18;SNHMF18;SNHMFC18;SNHMFP18;SNHMFE18;SNHMFO18;SNHMH18;SNHMHC18;SNHMHP18;SNHMHE18;SNHMHO18;SNHM1818;SNHM2618;SNHM5018;SNHMF1818;SNHMF2618;SNHMF5018;SNHMH1818;SNHMH2618;SNHMH5018
46;12.8086095010203;22.6043029777421;14.1377862511792;10.1659401623638;10.8285233180405;11.6896964887683;19.6515286304171;13.2314110742479;10.0462414568684;10.0030537312374;13.6756171538147;24.0735490213428;14.9578428105493;10.5109433884581;11.0098272064677;9.53449853110127;12.5879684573538;14.3993610357172;9.38465345987226;11.6104873248479;12.5343246466861;9.63575237918542;13.3237899820473;16.0076343169496
47;12.6248870299363;22.9563734603287;14.4892741699001;10.3469932019166;10.6931051970726;11.6086779251033;19.7804843504408;13.470280491896;10.1670508296506;9.73757628729904;13.3844364420088;24.6106780746727;15.3699992862837;10.8904968117825;10.9097472934562;9.53755840951339;12.3954779693505;14.3462885421213;9.20918353186325;11.54592584292;12.6166667163632;9.77375202157928;13.012746071217;15.7445561750515
48;11.8890855447743;19.6535249571032;13.5961479681552;10.281614540069;10.5895611555398;11.2817905010502;17.4842339179588;13.1682445423902;10.1095684299109;9.36309732288904;12.3813708623178;20.822106543327;14.0633587246854;10.7317029082423;10.7762214279058;9.4381737672825;11.7857698960295;13.2178570983542;9.37060725776001;11.2475022885491;12.0897748190962;9.48580482330701;12.2109014624968;14.2502259215629
49;13.2292673285241;24.0674235205373;14.4021791809749;10.513042420706;10.8781394116263;11.8741144595615;20.3592902488623;13.2506712566403;10.3287308537757;9.84377278984098;14.2001499615828;25.7929077999083;15.3306733741462;11.0399063635023;11.1587476916532;9.67613557586323;13.1739175773056;15.1597202811301;9.32786483553528;11.9851627150728;12.8556127727912;9.93418841732075;14.0064863220466;16.8845196619791
50;13.1685265572909;23.5346871144288;14.7126771721416;10.3223803366243;11.2907437367558;11.7097180446634;20.3732281940991;13.2259548730054;10.0869178385441;10.070330028651;14.1285772767575;24.9514627981545;15.7848705961155;11.0131569571241;11.555207731071;9.82935840588202;13.0160254232327;15.0489080771073;9.43881438893095;11.7212209701702;12.711397133972;10.0907852441999;13.8604187173898;16.6094248188939
51;14.2803014831735;25.3927510293458;15.2227939819392;10.7995700333186;11.8476565969388;12.8303309477585;21.5124543945617;14.0685428320649;10.6311693832931;10.595396727107;15.2986575206614;27.5641384831853;16.1989190259775;11.2171812281334;12.1111890298845;10.0267989174981;14.0534752414155;16.7303465328486;9.59290668944463;12.9019457536459;14.1716458848543;10.3711433342059;14.8509633139808;18.4969655798625
52;12.52921208088;22.5829227496713;14.390776913057;10.3159295024296;11.2247230891287;11.3913166246703;19.8387345076757;13.0732976396209;10.1276761786601;10.1096086718233;13.2146261625322;23.8579217060169;15.2958568168244;10.9021426040243;11.45333706593;9.7176295448104;12.3599776043313;13.9690689885722;9.37785062439028;11.3346729022396;12.3023440472238;9.93535869225372;12.9680901012668;14.9835983135675
53;12.8388057650645;24.0384550573503;14.3031941520832;10.450271730331;11.0250240800977;11.6485005555448;20.1942359467375;13.2368534489561;10.2760510263849;10.1154417883685;13.6335110586467;25.8634713368387;15.1142783064963;10.963475552552;11.299581910955;9.70393424274222;12.7728384911116;14.5873628061872;9.37552004367632;11.7491979705046;12.5159049075121;9.9171402338972;13.4631379939371;15.9539273068119
54;13.8538692853818;24.0401620540162;14.7608421441541;10.5407973044148;11.3676170746006;12.4327340388325;20.9319993927446;13.675698220561;10.3288083587371;9.70763272463389;14.8631741222334;25.5886840305706;15.7047714476189;11.0581043459422;11.6442371614443;9.71582357749791;13.6495990279286;16.1263216492173;9.41689898614698;12.4575094954551;13.7653405220678;9.96126744197475;14.4773925790316;17.7938675690459
55;12.8362838337648;23.1684436486216;14.6461683167171;10.3129492567516;11.4514322447332;11.5299389120285;20.0668732083299;13.1697374560559;10.1130029399808;10.0922863320098;13.6229371922982;24.6151763258408;15.7108884451771;10.8867196211122;11.6988927372996;9.74926689691331;12.6356863834944;14.4472045160999;9.36846435268022;11.4477301185222;12.5622317124672;9.98549961760077;13.3558909885918;15.5528530058966
56;13.2635979471767;24.7628419384656;14.5896765682478;10.5061387279036;11.0148157616213;11.9745495591667;20.9575596872756;13.6106721923251;10.314643769435;10.1150060618088;14.1808334767806;26.5418219034351;15.3839253737243;11.0243229280571;11.243357299164;9.57367150634501;13.1313845053512;15.1599375837598;9.28062900736234;12.0447131249598;12.9119142057043;9.78322019675998;13.885320879897;16.8602514172193
57;13.6035254175096;24.4582724809717;15.0214527938372;10.3144584687557;11.545918643086;11.8279381244965;20.8643561232761;13.4154783486055;10.0804287629099;9.93822212936103;14.8730722365585;26.0341610188693;16.2806141117931;10.9859807625774;11.8942542044796;9.73687052342567;13.358905255512;15.7251631508794;9.29548634870411;11.8595880191787;12.8471925906218;10.1070722376285;14.3896572452399;17.8399549139897
58;12.6331766765545;22.8138902777241;14.3906699957738;10.1799889634334;11.0111336212398;11.5092024513041;19.9791874889675;13.2941326631402;10.020106825822;9.91288576655108;13.4013997672297;24.1585033609367;15.2278901867378;10.6171290628524;11.234982431025;9.74679389918855;12.4101682760377;14.1990924868258;9.36804719966495;11.370673884391;12.5630313159416;10.0059184733708;13.0969967747211;15.3998993466623
59;14.348082401545;24.5722678452494;14.7162165296699;10.6563728856011;11.1940389617705;12.8707845083233;21.2708841527204;13.5527174398787;10.4225898445668;9.67844205254555;15.2876693268158;26.2261504651402;15.6570238251434;11.1140373354431;11.4628349462367;9.99110619788327;14.2060276161418;16.8699726604549;9.55761025686567;13.0352475089082;14.165758569979;10.3139043274018;14.9428593101015;18.513106807596
60;15.1827824680213;26.8705186846911;15.8171295481978;11.2952823357254;12.0592048306405;13.5155444091754;22.8355978324131;14.6111582188821;11.0686256514146;10.8040417069071;16.2863233635825;28.8707745264752;16.7311186479964;11.7925408748853;12.3502698142924;9.95404606875894;14.8636350604835;18.1115736643964;9.60711884905847;13.5101671006471;15.2747803115373;10.2190139917212;15.7579264374213;19.8918435233725
61;12.4469993868294;23.1272778385489;14.1697483787914;10.2591896558955;11.0188280743603;11.4515864722567;20.2206059979073;13.2168422858285;10.140005848451;10.2113702522026;13.146647213409;24.4731650787291;14.9789341460425;10.6423003109966;11.2409732647997;9.65089005272234;12.2797284977087;13.8923038747868;9.378676416356;11.3962039105379;12.3210002855517;9.83691736331109;12.8819913091463;15.0840952383041
62;13.0862290089192;23.5805204278161;14.6962682492915;10.4844591224985;11.3062730099383;11.7558520478979;20.2408513347468;13.4271807873508;10.2117939320934;9.8700888023696;13.8372320612927;24.9303048097382;15.5611610771969;11.0790806576581;11.5249273520484;9.78724953325144;12.9254311249934;15.0863948027601;9.495842327568;11.7873529462245;12.8605818404139;9.98042282252787;13.5610057067993;16.2867564101817
63;14.3086574200266;25.1469727185967;14.9047770972211;10.711030395089;11.3583285990142;12.8069960721037;21.5795651306852;13.7893436514119;10.5102252256616;10.1511535273763;15.324645295334;26.929498043053;15.7913490787641;11.203602746403;11.6010827053316;9.80495269981417;13.9946305976813;16.9602095632203;9.43766748291401;12.8537799384262;14.0980214108987;10.0683699948633;14.7524407836538;18.9420198298144
64;14.2048386453149;26.0190812097915;15.1212666344433;10.6907064134057;11.3992026992201;12.458789953652;21.525829439444;13.7852611517457;10.4861435692749;9.98753733104084;15.51164775329;28.1906583400528;16.2190896614906;11.2138449670614;11.657014927295;9.71966564246888;13.8119575503561;16.783215159242;9.46286287039875;12.3994613084935;13.670841186215;9.91036890464654;14.8555295961763;19.191794353012
65;12.574087360648;21.7679514532846;14.3666319549923;10.1894641811766;11.0317503673759;11.396935467956;18.7591309298809;13.2664524411862;10.0568202022398;9.75666254487895;13.4966027548513;23.2674797594314;15.2358474269833;10.5434408201238;11.252338236293;9.5657390216006;12.3271360711808;14.0440762350115;9.38159875029897;11.2848019520822;12.2019333381884;9.70126781651304;13.1143215773958;15.6319055095162
66;12.6532544572073;22.334727325831;14.1247104621346;10.4394221090384;10.7806643534282;11.7155358558256;19.4824131469153;13.2809308258434;10.2432452666634;9.44801819560215;13.3952965051344;24.0002912886522;14.9407439043106;10.8416201093971;11.0242877166022;9.4327283624934;12.421181106367;14.4064584997148;9.32185338617967;11.6008841008167;12.8949642366733;9.52826364180522;13.0522961594073;15.6456286104508
67;14.5307335046365;24.9444792905109;15.1222500706311;10.8010312659417;11.7544863185413;12.8892772847265;21.7786373933874;13.8999371499397;10.5815764092072;10.4753749578498;15.7199594755001;26.5066513568159;16.1879813288792;11.3531926313044;12.0564670507874;9.91380823710967;14.2745399600896;17.1969703803589;9.48263354643994;12.9570810820113;14.2656963789896;10.2545942839437;15.209082547522;19.3541838642953
68;13.9516379522783;24.875394086568;15.1351600968953;10.6088230320222;11.7824193426601;12.2184099108421;21.1245224164373;13.7113267434794;10.3810242001452;10.2679128757544;15.1802174514924;26.5704392796029;16.3054438417887;11.2529781861793;12.1151536781175;9.83979330296693;13.758614061023;16.1785674928396;9.36776040565504;12.2452167709054;13.4093715548994;10.2040581419869;14.8057885315204;18.1877561723579
69;16.3479601729662;26.602388614835;15.2969063055496;11.1863509824942;11.3485250953071;14.4824023353992;23.0029624577675;14.2962442920458;11.0192958494062;10.1393617423741;17.6903009342659;28.5346443946866;16.1855543899061;11.5179538010409;11.5870004361407;10.3782425702092;16.1330512061158;20.0969832399985;9.76527515314264;14.7635820719818;16.2725253523101;10.8757361397638;17.0915796840034;22.9004737343371
70;12.8548747398436;23.1043326861369;14.2727197521995;10.5141612317573;11.2483455686048;11.6852754811876;20.3799057905238;13.1076230304523;10.3340801755046;10.1747255031123;13.6236934010587;24.3023623813954;15.1987254066895;11.1500188869413;11.5064406860253;9.78607707951705;12.8062690723548;14.1378822213368;9.44571236409842;11.7006007178594;12.5279146904943;10.0231950998958;13.5226260213995;15.2082532074289
71;13.3201437630418;24.2441431364325;14.746192211765;10.4509939269001;11.4760764321247;11.7448781017587;20.5477550332322;13.3292118292471;10.2288613723963;10.043803931653;14.3562089032121;25.8153656966863;15.7866601202381;11.1332160080041;11.7850825177745;9.78610577043765;13.1789056206485;15.0433351909356;9.35405896374005;11.7973099463377;12.5683089842652;10.071113480756;14.0762949577069;16.7152970818557
